V1_clean	original_metadata	host_group	host_confidence	biosample_organism	manual_host	needs_review	biosample_host	biosample_isolation_source	biosample_organism_field	biosample_title	host_group_broad
SRR26458503	dust metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR26458508	dust metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR26458547	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458548	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458551	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458552	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458553	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458554	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458571	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458575	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458576	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458579	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458588	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458630	dust metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR26458635	dust metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR26458654	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458659	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458660	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26458676	skin metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26588466	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR26638130	hospital metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR26638132	hospital metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR26638141	hospital metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR2221468	Plasmodium knowlesi	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR26848385	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848388	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848392	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848393	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848395	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848396	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848397	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848398	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848399	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848400	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848401	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848402	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848403	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848404	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848405	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848407	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848408	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848410	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848413	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848414	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848415	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848419	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848420	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848423	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848424	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848427	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848428	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848430	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848431	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848434	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848436	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848438	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848439	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848441	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848442	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848443	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848444	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848445	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848447	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848448	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848449	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848450	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848451	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848452	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848453	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848454	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848455	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848456	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848458	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848459	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848461	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848462	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848465	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848466	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848467	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848468	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848469	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848470	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848472	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848473	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848475	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848477	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848480	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848481	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848483	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848484	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848489	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848490	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848492	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26848493	metagenome	Human	medium	Homo sapiens	NA	FALSE	NA	NA	NA	NA	Human
SRR26901926	brine metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR2222335	Plasmodium knowlesi	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR26982246	Papillomavirus sp.	Other	medium	NA	NA	FALSE	NA	NA	NA	NA	Other
SRR26982247	Papillomavirus sp.	Other	medium	NA	NA	FALSE	NA	NA	NA	NA	Other
SRR26982249	Papillomavirus sp.	Other	medium	NA	NA	FALSE	NA	NA	NA	NA	Other
SRR26982250	Papillomavirus sp.	Other	medium	NA	NA	FALSE	NA	NA	NA	NA	Other
SRR2225467	Plasmodium knowlesi	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR2225571	Plasmodium knowlesi	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR3135172	Plasmodium knowlesi	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR25702504	Platynothrus peltifer	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR22123358	Podaxis	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR22123402	Podaxis	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR10433488	Populus deltoides	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR11822961	Populus tremula x Populus alba	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR11822969	Populus tremula x Populus alba	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR8247361	Priogymnanthus hasslerianus	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR12596806	Prunus mira	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR3056891	Prunus persica	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR23311272	Pseudomonas aeruginosa	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR23311282	Pseudomonas aeruginosa	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR23311299	Pseudomonas aeruginosa	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR23311301	Pseudomonas aeruginosa	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR23311311	Pseudomonas aeruginosa	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR8173305	Ramphasticola sp. RmspRatuc	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR23649015	Rapana venosa	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR24807052	Ricinus communis	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR24807087	Ricinus communis	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR11806244	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR1204361	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR13808274	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR18045291	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR18045292	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR18045295	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR18045296	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR18045297	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR18045299	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR18045300	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR18045301	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR18045302	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR18045303	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR18045304	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR7007752	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR8109519	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR9134815	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR9861141	Saccharomyces cerevisiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR9278252	Sarcophaga dysderci	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15400772	Schistosoma haematobium	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173053	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173086	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173090	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173105	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173124	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173184	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173185	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173186	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173187	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173188	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173189	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173190	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173191	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173192	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173193	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR3173259	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR7978143	Schistosoma mansoni	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15021344	Schizosaccharomyces pombe	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15406610	Schizosaccharomyces pombe	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR2071236	Schizosaccharomyces pombe	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR18426680	Severe acute respiratory syndrome coronavirus 2	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR9308773	Solanum commersonii	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR10567076	Sorghum bicolor	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR15716419	Spirodela polyrhiza	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR27111080	human metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR27128292	museum specimen metagenome	Metagenome	manual	NA	Metagenome	FALSE	NA	NA	NA	NA	Metagenome
SRR2885865	Ambystoma mexicanum	Amphibian	high	NA	NA	FALSE	NA	NA	NA	NA	Amphibian
SRR2932833	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR2932841	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR2932842	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR2976573	Homo sapiens	Human	high	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3053195	bovine metagenome	Bovine	medium	NA	NA	FALSE	NA	NA	NA	NA	Bovine
SRR21952182	Staphylococcus	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR21624360	Staphylococcus aureus	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR26949928	Staphylococcus epidermidis	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR9904142	Stenostomum leucops	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
ERR1515260	Streptococcus agalactiae	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR3109709	Bos taurus	Bovine	high	NA	NA	FALSE	NA	NA	NA	NA	Bovine
ERR10641060	Synchytrium endobioticum	Other	low	NA	NA	TRUE	NA	NA	NA	NA	Other
SRR3159990	Sus scrofa	Porcine	high	NA	NA	FALSE	NA	NA	NA	NA	Porcine
SRR3181922	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3181923	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3181924	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3181925	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3181926	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3181928	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3181929	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3181930	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182007	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182008	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182009	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182010	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182013	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182014	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182015	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182016	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182102	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182103	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182104	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182105	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182106	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182108	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182109	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182110	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182299	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182300	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182301	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182302	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182306	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182307	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182308	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182350	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182351	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3182352	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183290	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183291	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183292	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183383	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183384	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183385	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183415	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183416	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183417	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183570	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183571	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183572	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183573	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183574	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183576	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183578	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183671	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183672	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183673	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183674	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183675	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183676	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183679	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183818	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183880	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183881	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183882	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183988	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3183989	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184014	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184015	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184016	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184088	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184089	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184090	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184091	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184092	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184093	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184094	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184095	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184096	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184097	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184098	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184102	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184103	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184104	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184224	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184225	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184226	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184227	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184231	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184232	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184233	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184234	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184235	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184240	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184241	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184246	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184249	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184252	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184309	Mus musculus	Rodent	high	NA	NA	FALSE	NA	NA	NA	NA	Rodent
SRR3184328	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184342	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184367	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184397	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184781	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184782	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184783	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184786	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
SRR3184846	human skin metagenome	Human	medium	NA	NA	FALSE	NA	NA	NA	NA	Human
