cluster_number	centroid	host_group	status	aln_best_pct_id	blastn_best_pct_id	best_pct_id	best_hit_name	taxonomy_level
779	SRR25288519_35272_ka_f_29.547_L_2359_L_240137_L_67509_L_190252_:84-1271	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
780	SRR25288604_3121_ka_f_35.406_L_1535954_:126-1328	Bat	ncbi_virus	NA	99.917	99.917	Bat papillomavirus	known_species
781	SRR25288642_5514_ka_f_23.530_L_368646_L_592156_:60-1244	Bat	novel	NA	79.429	79.429	Bat papillomavirus	new_species
782	SRR25288680_306181_ka_f_14.144_:63-1256	Bat	novel	NA	83.166	83.166	Bat papillomavirus	new_species
783	SRR25288751_111423_ka_f_7.840_L_141763_L_156077_L_400598_:3-1151	Bat	novel	NA	73.857	73.857	Papillomavirus barbastella7824	new_species
784	SRR25288764_13700_ka_f_14.295_:72-1253	Bat	novel	NA	NA	NA	NA	no_hit
785	SRR25288764_21803_ka_f_13.960_L_74389_:195-1427	Bat	novel	NA	NA	NA	NA	no_hit
786	SRR25288773_3990_ka_f_19.690_:78-1250	Bat	ncbi_virus	NA	100	100	Rhinolophus bat papillomavirus 1	known_species
787	SRR25288805_10305_ka_f_38.242_:84-1274	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
788	SRR25288835_73145_ka_f_30.749_L_8042_L_283804_L_121350_:0-1154	Bat	ncbi_virus	NA	90.649	90.649	Bat papillomavirus	known_species
789	SRR25737668_148436_ka_f_19.526_L_3521022_L_3112325_:15-1250	Reptile	novel	NA	NA	NA	NA	no_hit
790	SRR27078480_4094_ka_f_1429.921_L_4094_L_4094_:123-1343	Human	novel	NA	75.968	75.968	human papillomavirus 119	new_species
791	SRR5447145_588_ka_f_10.579_:198-1373	Rodent	novel	NA	NA	NA	NA	no_hit
792	SRR5447154_172_ka_f_68.740_L_25229_:93-1304	Rodent	ncbi_virus	NA	100	100	Papillomavirus sorex8217	known_species
793	SRR5832142_152_ka_f_199.980_L_56780_L_56780_:87-1316	Ray-finned Fish	ncbi_virus	NA	100	100	Melanogrammus aeglefinus-associated papillomavirus 1	known_species
794	SRR6442922_5392_ka_f_1758.667_L_5392_L_5392_:135-1325	Human	ncbi_virus	NA	100	100	Human papillomavirus sp.	known_species
795	SRR7122366_32_ka_f_34.382_L_32_L_32_:63-1271	Ray-finned Fish	ncbi_virus	NA	100	100	Lutjanus campechanus-associated papillomavirus 1	known_species
796	SRR7688413_196_ka_f_46.544_:90-1307	Human	ncbi_virus	NA	99.425	99.425	Human papillomavirus	known_species
797	SRR7688460_1879_ka_f_9.132_:0-1160	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
798	SRR7688674_1160_ka_f_28.886_L_2971_L_35920_:60-1277	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
799	SRR7688688_22_ka_f_12.790_L_7917_L_12477_:18-1202	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
800	SRR7688748_662_ka_f_20.296_:132-1343	Human	ncbi_virus	NA	95.574	95.574	Human papillomavirus	known_species
801	SRR7688798_565_ka_f_39.452_L_27491_L_2863_:0-1181	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
802	SRR8509860_1489_ka_f_355.105_L_28739_L_28739_:51-1229	Human	ncbi_virus	NA	100	100	Human papillomavirus type 7	known_species
803	SRR8631965_1105606_ka_f_13.526_L_1105606_L_1105606_:69-1250	Porcine	novel	NA	NA	NA	NA	no_hit
804	SRR8663619_5277_ka_f_15.388_L_5277_L_5277_:90-1301	Metagenome	ncbi_virus	NA	99.505	99.505	Human papillomavirus	known_species
805	SRR9040412_12389_ka_f_10.100_:57-1259	Human	novel	NA	74.077	74.077	Human papillomavirus	new_species
806	SRR6442885Score=576.041_Edges=19893_19889_19891_19889_69701_185937_150489_Position=217_Alignment=40M1I15M38I107M1D103M2I68M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.211	99.211	Human papillomavirus 3	known_species
807	ERR10824108Score=395.909_Edges=3_Position=4560_Alignment=40M5D27M1I49M28I41M1D48M2I53M6D125M_ScaffoldSuperpaths=_OriginScaffoldPath=	Ray-finned Fish	novel	NA	78.935	78.935	Papillomavirus gadus6207	new_species
808	SRR13789173Score=638.735_Edges=700999_Position=2354_Alignment=40M1I218M5I8M4I70M5I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.837	99.837	Human papillomavirus	known_species
809	SRR15442811Score=613.127_Edges=192515_169441_Position=2752_Alignment=40M2I81M2I145M2I70M4I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	88.095	88.095	Human papillomavirus	new_species
810	SRR15442217Score=618.718_Edges=19_17_5_3_7_Position=487_Alignment=40M2I121M2D95M4I8M1I70M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	88.076	88.076	Human papillomavirus 179	new_species
811	ERR10856925Score=647.352_Edges=13_49_11_53_Position=1425_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	blastn	NA	91.218	91.218	Human papillomavirus 38	known_species
812	ERR3594004Score=645.06_Edges=5_15_Position=41_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	85.633	85.633	Human papillomavirus 5	new_species
813	SRR15442458Score=650.744_Edges=5_3_13_Position=81_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	87.121	87.121	human papillomavirus 12	new_species
814	SRR26848424Score=642.857_Edges=39_35_31_21_23_Position=1579_Alignment=40M1I81M1D40M1I96M7I8M1I69M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	90.256	90.256	Human papillomavirus;Human papillomavirus 122	known_species
815	ERR3209762Score=643.914_Edges=1479_1481_1487_811_Position=3219_Alignment=40M1I81M1D40M1D95M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Metagenome	novel	NA	81.311	81.311	Human papillomavirus 9	new_species
816	SRR13789891Score=648.844_Edges=59683_80789_65323_65327_Position=289_Alignment=40M1I81M1D40M1D95M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	87.255	87.255	Human papillomavirus type 195	new_species
817	SRR6442914Score=644.686_Edges=335_385_Position=735_Alignment=40M1I81M1D40M1D95M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	90.579	90.579	human papillomavirus 76	known_species
818	SRR6442991Score=657.274_Edges=677_83_367_Position=72_Alignment=40M1I81M1D40M1D95M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	87.584	87.584	human papillomavirus 76	new_species
819	ERR164661Score=629.058_Edges=75_71_31_51_Position=78_Alignment=40M1I75M1D150M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Other	ncbi_virus	NA	91.646	91.646	human papillomavirus 39	known_species
820	ERR3395907Score=636.626_Edges=135_139_5_149_Position=773_Alignment=163M2I101M1D71M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Other	novel	NA	87.384	87.384	human papillomavirus 39	new_species
821	SRR2063967Score=602.739_Edges=50543_50547_54807_Position=623_Alignment=40M1D80M2D129M1I14M3I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Bat	ncbi_virus	NA	99.662	99.662	Bat papillomavirus	known_species
822	SRR4201718Score=640.088_Edges=41_9_5_27_13_Position=4028_Alignment=266M1I68M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Bat	ncbi_virus	NA	100	100	Papillomavirus molossus7687	known_species
823	DRR213713_547_ka_f_45.096_L_547_L_547_:135-1349	Other	ncbi_virus	NA	99.423	99.423	Gammapapillomavirus 7	known_species
824	ERR10188015_37542_ka_f_13.216_L_130702_:93-1280	Bovine	ncbi_virus	NA	100	100	Bos taurus papillomavirus 4	known_species
825	ERR10188068_4872_ka_f_138.620_L_4872_L_4872_:90-1268	Bovine	ncbi_virus	NA	92.869	92.869	Bos taurus papillomavirus 36	known_species
826	ERR10188211_15517_ka_f_6.200_L_4079_L_193932_:24-1211	Bovine	novel	NA	76.642	76.642	Bos taurus papillomavirus 38	new_species
827	ERR10447056_1195580_ka_f_6.837_:0-1145	Canine	novel	NA	NA	NA	NA	no_hit
828	ERR10857031_3697_ka_f_7.169_L_121222_:48-1256	Human	ncbi_virus	NA	99.172	99.172	Human papillomavirus	known_species
829	ERR11284567_2647751_ka_f_22.577_L_11064884_L_13472886_:123-1304	Canine	ncbi_virus	NA	99.661	99.661	Canis familiaris papillomavirus 15	known_species
830	ERR1301521_1469_ka_f_15.866_L_1469_L_1469_:51-1232	Bat	novel	NA	NA	NA	NA	no_hit
831	ERR1332587_938_ka_f_15.195_L_938_L_938_L_199622_:72-1274	Metagenome	ncbi_virus	NA	100	100	Papillomavirus homo7221	known_species
832	ERR1395588_256735_ka_f_11.265_L_256735_L_256735_:195-1361	Human	ncbi_virus	NA	99.142	99.142	human papillomavirus 13	known_species
833	ERR3210053_65661_ka_f_19.214_L_65661_L_65661_:99-1298	Metagenome	ncbi_virus	NA	99.416	99.416	Human papillomavirus	known_species
834	ERR3298753_352415_ka_f_10.866_:48-1241	Rodent	novel	NA	NA	NA	NA	no_hit
835	SRR10682323_6652_ka_f_15.273_L_1597_L_1597_:108-1310	Human	novel	NA	83.679	83.679	Papillomavirus homo8923	new_species
836	SRR11951209_2019_ka_f_41.343_L_74440_:63-1286	Amphibian	novel	NA	NA	NA	NA	no_hit
837	SRR13726042_335_ka_f_49.303_L_335_L_335_:90-1301	Human	novel	NA	86.838	86.838	Human papillomavirus type 221	new_species
838	SRR13789150_1251_ka_f_7.100_:93-1316	Human	ncbi_virus	NA	99.755	99.755	Human papillomavirus 181	known_species
839	SRR13789163_78297_ka_f_11.500_L_531219_:57-1262	Human	novel	NA	81.411	81.411	Human papillomavirus 201	new_species
840	SRR13789294_15934_ka_f_55.215_L_30472_L_30472_:72-1280	Human	ncbi_virus	NA	93.957	93.957	Human papillomavirus	known_species
841	SRR13789819_305835_ka_f_12.374_:0-1184	Human	novel	NA	78.831	78.831	Gammapapillomavirus 13	new_species
842	SRR13789819_47383_ka_f_31.518_L_47383_L_47383_:93-1304	Human	ncbi_virus	NA	99.339	99.339	Human papillomavirus 205	known_species
843	SRR14739427_12287_ka_f_6.746_:45-1229	Other	novel	NA	NA	NA	NA	no_hit
844	SRR15400772_1059_ka_f_9.771_:78-1307	Other	novel	NA	80.097	80.097	Human papillomavirus	new_species
845	SRR17035106_10706_ka_f_7.078_L_550708_:54-1220	Cervine	novel	NA	NA	NA	NA	no_hit
846	SRR17035106_825_ka_f_7.191_:54-1217	Cervine	novel	NA	NA	NA	NA	no_hit
847	SRR17300552_135035_ka_f_11.463_L_135035_L_135035_:96-1313	Metagenome	ncbi_virus	NA	97.453	97.453	Human papillomavirus 178	known_species
848	SRR18312696_386168_ka_f_9.926_:147-1319	Giraffid	novel	NA	NA	NA	NA	no_hit
849	SRR18492935_16283_ka_f_501.533_L_16283_L_16283_:99-1271	Canine	novel	NA	NA	NA	NA	no_hit
850	SRR20730059_206606_ka_f_72.295_L_206606_L_8997347_L_206606_:87-1271	Rodent	novel	NA	NA	NA	NA	no_hit
851	SRR22071722_15320_ka_f_12.517_:57-1232	Rodent	novel	NA	78.883	78.883	Rattus norvegicus papillomavirus 3	new_species
852	SRR22102846_7609_ka_f_10.292_:87-1298	Human	novel	NA	79.081	79.081	Human papillomavirus	new_species
853	SRR22213301_62214_ka_f_769.918_L_62214_L_62214_:81-1265	Ray-finned Fish	novel	NA	NA	NA	NA	no_hit
854	SRR22462890_1948636_ka_f_984.128_L_15757181_L_5055733_:93-1322	Human	ncbi_virus	NA	99.593	99.593	Human papillomavirus type 176	known_species
855	SRR22765734_247174_ka_f_31.816_L_247174_L_247174_:93-1310	Human	novel	NA	87.767	87.767	Human papillomavirus	new_species
856	SRR24580099_4_ka_f_114.516_L_132_L_132_:240-1433	Other	blastn	NA	100	100	Leptonychotes weddellii papillomavirus 13	known_species
857	SRR24580100_0_ka_f_89.023_L_0_L_0_:123-1361	Other	ncbi_virus	NA	100	100	Leptonychotes weddellii papillomavirus 1	known_species
858	SRR24905768_28160_ka_f_8.635_:78-1304	Human	ncbi_virus	NA	99.592	99.592	Human papillomavirus type 212	known_species
859	SRR24955661_163566_ka_f_44.762_L_163566_L_163566_L_5985605_:81-1262	Bovine	novel	NA	NA	NA	NA	no_hit
860	SRR24956127_83390_ka_f_73.617_L_2035661_L_525791_L_2357662_:45-1277	Bovine	novel	NA	NA	NA	NA	no_hit
861	SRR24963359_45501_ka_f_28.592_L_45501_L_45501_:75-1259	Bovine	ncbi_virus	NA	96.714	96.714	Bos taurus papillomavirus 12	known_species
862	SRR25288489_79383_ka_f_18.365_L_220645_L_1036691_:75-1256	Bat	novel	NA	82.462	82.462	Bat papillomavirus	new_species
863	SRR25288621_465638_ka_f_7.009_L_463917_:0-1115	Bat	novel	NA	NA	NA	NA	no_hit
864	SRR25288684_1262_ka_f_23.602_L_454327_L_604740_:54-1283	Bat	novel	NA	73.2	73.2	Taphozous bat papillomavirus 1	new_species
865	SRR25288704_316152_ka_f_41.427_L_338111_L_303952_:0-1121	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
866	SRR25288773_11626_ka_f_40.563_L_11626_L_11626_:108-1295	Bat	ncbi_virus	NA	100	100	Rhinolophus bat papillomavirus 1	known_species
867	SRR25288812_64671_ka_f_12.646_L_920186_L_1036499_:0-1157	Bat	novel	NA	78.235	78.235	Bat papillomavirus	new_species
868	SRR26848396_1981_ka_f_502.798_L_14120_L_14206_L_42309_L_43496_:120-1310	Human	novel	NA	85.546	85.546	Human papillomavirus	new_species
869	SRR26982249_6_ka_f_20.848_L_22_L_24_:135-1328	Other	ncbi_virus	NA	100	100	Caracal caracal papillomavirus 2	known_species
870	SRR27078533_9335_ka_f_13.818_L_9335_L_9335_L_242730_:66-1277	Human	novel	NA	75.47	75.47	Human papillomavirus	new_species
871	SRR5384553_885_ka_f_14.080_:231-1412	Rodent	novel	NA	NA	NA	NA	no_hit
872	SRR5450932_30728_ka_f_28.994_L_208813_L_371022_L_27350_L_319127_:54-1172	Ray-finned Fish	novel	NA	NA	NA	NA	no_hit
873	SRR6443002_12752_ka_f_7.631_L_8641_:27-971	Human	blastn	NA	100	100	Human papillomavirus;synthetic construct	known_species
874	SRR7662931_625534_ka_f_20.340_L_625534_L_625534_:99-1316	Cetacean	ncbi_virus	NA	100	100	Papillomavirus sousa2507	known_species
875	SRR7688010_1578_ka_f_66.201_L_959_:0-1169	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
876	SRR7688027_415_ka_f_13.188_L_29321_L_29322_:72-1271	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
877	SRR7688786_1198_ka_f_147.773_L_1180_L_14619_L_28530_:72-1280	Human	ncbi_virus	NA	99.669	99.669	Gammapapillomavirus 22	known_species
878	SRR7734084_28_ka_f_36.374_L_28_L_28_:90-1286	Bat	ncbi_virus	NA	99.833	99.833	Bat papillomavirus	known_species
879	SRR7734115_56_ka_f_50.384_L_56_L_56_:54-1247	Bat	blastn	NA	99.749	99.749	Bat papillomavirus	known_species
880	SRR7734125_63559_ka_f_12.291_L_63559_L_63559_:93-1271	Bat	novel	NA	NA	NA	NA	no_hit
881	SRR8104729_654_ka_f_10.096_L_654_L_654_:90-1328	Amphibian	novel	NA	NA	NA	NA	no_hit
882	SRR8649512_1_ka_f_702.154_L_0_L_48_L_49_:96-1289	Non-human Primate	ncbi_virus	NA	100	100	Callithrix penicillata papillomavirus type 2	known_species
883	SRR6442983Score=509.081_Edges=30709_2853_2849_2557_46267_31671_73961_48329_69397_2553_2557_46267_31671_73961_48329_69397_14149_Position=1384_Alignment=40M1I48M93I27M2D45M1D101M2D68M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	NA	NA	NA	no_hit
884	SRR6442885Score=546.563_Edges=19893_19889_69701_185937_150491_21575_75789_159657_115751_82243_185939_185937_150489_Position=217_Alignment=40M1I117M46I1M31I4M1D103M2I68M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	NA	NA	NA	no_hit
885	SRR7993553Score=590.265_Edges=88995_64949_64953_64951_147987_64949_64953_103507_158479_31149_Position=721_Alignment=40M2I81M30I13M4I132M3I70M4I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	NA	NA	NA	no_hit
886	SRR7802421Score=639.468_Edges=9_7_Position=6288_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	84.121	84.121	human papillomavirus 24	new_species
887	SRR13726053Score=662.082_Edges=496653_Position=4144_Alignment=40M2I218M6I8M2I70M1I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	88.095	88.095	Human papillomavirus	new_species
888	SRR25288757Score=624.394_Edges=382799_93721_Position=389_Alignment=121M4I41M2I90M1I12M1D130M_ScaffoldSuperpaths=_OriginScaffoldPath=	Bat	novel	NA	80.661	80.661	Bat papillomavirus	new_species
889	SRR7688519Score=626.948_Edges=21_19_63_Position=4221_Alignment=122M2I39M2D103M2I70M3I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	88.88	88.88	Human papillomavirus	new_species
890	SRR7802421Score=642.46_Edges=7_5_9_Position=6827_Alignment=40M1I82M1I136M7I6M2D69M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	83.697	83.697	Human papillomavirus 22	new_species
891	SRR7688641Score=640.933_Edges=49_9_57_Position=72_Alignment=40M1I81M1D39M2D95M3I78M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	88.432	88.432	Human papillomavirus	new_species
892	SRR22231266Score=625.959_Edges=85455_949_134961_Position=133_Alignment=40M1D217M4I7M1D70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	86.533	86.533	Human papillomavirus 165	new_species
893	DRR472567Score=621.43_Edges=45_75_31_57_Position=293_Alignment=40M1I296M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	87.879	87.879	human papillomavirus 82	new_species
894	ERR11319226Score=625.588_Edges=9_7_Position=6313_Alignment=335M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	91.927	91.927	human papillomavirus 66	known_species
895	ERR1007383_28795_ka_f_156.534_L_3635664_L_4362965_:93-1277	Mustelid	ncbi_virus	NA	100	100	Papillomavirus gulo8025	known_species
896	ERR10188115_7453_ka_f_18.562_L_7453_L_7453_:114-1283	Bovine	novel	NA	NA	NA	NA	no_hit
897	ERR10447066_222141_ka_f_40.090_L_222141_L_222141_:111-1292	Canine	novel	NA	NA	NA	NA	no_hit
898	ERR11271768_2292159_ka_f_11.526_:84-1271	Canine	novel	NA	NA	NA	NA	no_hit
899	ERR11284568_1671807_ka_f_33.772_L_1671807_L_1671807_:174-1358	Canine	ncbi_virus	NA	99.662	99.662	Chipapillomavirus 2	known_species
900	SRR11059661_1679_ka_f_1626.493_L_1679_L_1679_:69-1193	Other	novel	NA	71.391	71.391	Human papillomavirus	new_species
901	SRR13233212_7133_ka_f_39.817_L_7133_L_7133_:384-1571	Canine	novel	NA	NA	NA	NA	no_hit
902	SRR13308318_561_ka_f_8.507_:186-1376	Avian	ncbi_virus	NA	100	100	Papillomavirus luscinia7441	known_species
903	SRR13726009_1337_ka_f_11.889_:90-1304	Human	novel	NA	77.51	77.51	human papillomavirus 153	new_species
904	SRR13790117_6058_ka_f_97.491_L_591471_L_699116_:87-1301	Human	novel	NA	88.386	88.386	Human papillomavirus	new_species
905	SRR1652638_104092_ka_f_7.194_:123-1304	Rodent	ncbi_virus	NA	99.746	99.746	Boa constrictor papillomavirus 1	known_species
906	SRR17072379_538095_ka_f_61.502_L_7128565_L_7128565_:90-1310	Pinniped	novel	NA	NA	NA	NA	no_hit
907	SRR17247090_174_ka_f_74.808_L_174_L_174_:93-1298	Bat	ncbi_virus	NA	100	100	Eumops bonariensis papillomavirus type 1	known_species
908	SRR19174522_234245_ka_f_33.027_L_234245_L_234245_:138-1340	Porcine	novel	NA	NA	NA	NA	no_hit
909	SRR2037083_6784_ka_f_10.326_L_8739_L_45036_:0-1190	Human	ncbi_virus	NA	99.412	99.412	Human papillomavirus	known_species
910	SRR22071710_95166_ka_f_10.206_:111-1301	Rodent	novel	NA	NA	NA	NA	no_hit
911	SRR22071730_45049_ka_f_8.371_L_190961_:45-1238	Rodent	novel	NA	NA	NA	NA	no_hit
912	SRR22802494_5956_ka_f_6.132_:0-1211	Human	ncbi_virus	NA	97.44	97.44	Human papillomavirus type 198	known_species
913	SRR24716056_2184_ka_f_9.868_:126-1322	Metagenome	ncbi_virus	NA	99.666	99.666	Betapapillomavirus 2	known_species
914	SRR24963196_123050_ka_f_20.394_L_4782298_L_4782298_:60-1247	Bovine	novel	NA	NA	NA	NA	no_hit
915	SRR24963500_872656_ka_f_72.334_L_1790974_L_490046_L_3516911_:126-1328	Bovine	novel	NA	NA	NA	NA	no_hit
916	SRR25031639_299269_ka_f_52.842_L_12360308_L_8894620_L_8940368_:66-1226	Feline	novel	NA	NA	NA	NA	no_hit
917	SRR25256604_400055_ka_f_8.014_:279-1412	Pangolin	novel	NA	82.907	82.907	Manis pentadactyla papillomavirus 1	new_species
918	SRR25288535_46_ka_f_23.142_L_46_L_46_:102-1301	Bat	novel	NA	NA	NA	NA	no_hit
919	SRR25288600_363618_ka_f_9.208_:0-1166	Bat	novel	NA	NA	NA	NA	no_hit
920	SRR25288688_454167_ka_f_42.649_L_484970_:0-1163	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
921	SRR25288731_169397_ka_f_45.301_L_249518_L_2090692_L_299441_:60-1244	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
922	SRR25288767_525095_ka_f_55.303_L_1485400_L_3122939_L_1537365_L_1537366_:9-1205	Bat	novel	NA	NA	NA	NA	no_hit
923	SRR25288775_534889_ka_f_19.339_L_1710191_L_2094650_L_3725028_L_4083998_L_1018700_L_1020008_:198-1397	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
924	SRR25288821_183450_ka_f_133.625_L_2198449_L_166538_L_192407_:51-1148	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
925	SRR25318379_54138_ka_f_56.641_L_585297_L_2087517_L_880589_L_2552958_:102-1286	Other	novel	NA	NA	NA	NA	no_hit
926	SRR26349144_512_ka_f_268.385_L_76358_L_402254_L_31276_L_436373_:51-1238	Ray-finned Fish	novel	NA	NA	NA	NA	no_hit
927	SRR26848470_5172_ka_f_48.172_L_5172_L_5172_:69-1274	Human	ncbi_virus	NA	99.917	99.917	Human papillomavirus 127	known_species
928	SRR4201715_11_ka_f_20.206_L_100126_L_98730_:162-1367	Bat	novel	NA	76.891	76.891	Molossus molossus papillomavirus 1	new_species
929	SRR4201715_3155_ka_f_31.945_L_3155_L_3155_:123-1334	Bat	novel	NA	NA	NA	NA	no_hit
930	SRR4201718_13914_ka_f_239.768_L_13914_L_13914_:0-1151	Bat	ncbi_virus	NA	100	100	Papillomavirus molossus8005	known_species
931	SRR6265748_428_ka_f_99.950_L_428_L_428_L_56251_:45-1142	Amphibian	blastn	NA	99.899	99.899	Oreolalax rhodostigmatus papillomavirus 1	known_species
932	SRR6442930_64_ka_f_18.436_L_64_L_64_:78-1289	Human	blastn	NA	100	100	Gammapapillomavirus 8	known_species
933	SRR7621241_1043443_ka_f_7.044_L_7509213_L_9771789_L_3152208_L_3152209_:96-1277	Feline	ncbi_virus	NA	100	100	Felis catus papillomavirus 4	known_species
934	SRR7662931_246426_ka_f_81.866_L_1694239_L_1694239_:69-1304	Cetacean	ncbi_virus	NA	100	100	Papillomavirus sousa8206	known_species
935	SRR7688467_2732_ka_f_37.140_L_131644_L_8186_:90-1307	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
936	SRR7802420_28_ka_f_37.675_L_28_L_28_:72-1280	Human	novel	NA	82.895	82.895	Human papillomavirus 148	new_species
937	SRR8173830_4337_ka_f_10.426_:99-1310	Non-human Primate	ncbi_virus	NA	100	100	Macaca mulatta papillomavirus 4	known_species
938	SRR8379619_65067_ka_f_25.295_L_353429_L_200442_:48-1448	Amphibian	novel	NA	NA	NA	NA	no_hit
939	SRR9858360_7734_ka_f_16.720_:243-1343	Amphibian	ncbi_virus	NA	99.636	99.636	Papillomavirus ambystoma6078	known_species
941	SRR13789712Score=660.249_Edges=50829_140223_22015_22019_286457_Position=117_Alignment=40M2I82M1I136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	86.279	86.279	human papillomavirus 20	new_species
942	SRR14825407Score=657.745_Edges=63_127_129_Position=0_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	90.333	90.333	Human papillomavirus 105	known_species
943	SRR7992321Score=652.502_Edges=57_75_79_147_39_207_93_Position=39_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	90.658	90.658	human papillomavirus 20	known_species
944	SRR13789499Score=658.017_Edges=58233_Position=28_Alignment=40M1I218M5I8M1I70M5I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.59	99.59	Human papillomavirus	known_species
945	DRR213721Score=645.529_Edges=35_37_Position=1252_Alignment=40M1I218M6I8M2I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Other	ncbi_virus	NA	100	100	Human papillomavirus type 220	known_species
946	SRR7688803Score=653.516_Edges=1401_621_619_Position=219_Alignment=40M1I81M1D136M7I8M1I70M1D8M3I50M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	84.339	84.339	human papillomavirus 115	new_species
947	SRR7993544Score=630.562_Edges=343_347_6323_14329_10259_10257_14309_6665_6663_5265_8959_8963_17057_2497_6609_5689_14381_14383_4601_8529_8527_19905_6985_6987_10637_3859_3853_10253_17659_1067_11541_9151_9149_1361_3269_3273_12207_12209_8709_11407_11403_713_10155_10179_21743_21739_9431_14315_14317_13095_5631_5627_21263_10707_10703_2135_2137_17931_17929_125_5011_585_7169_7171_341_339_17249_13589_13585_1175_1173_20677_20681_14455_5807_8591_10759_3645_21869_21873_19827_111_115_14573_Position=50_Alignment=40M1I81M1D41M1I95M7I6M2D69M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	89.883	89.883	Human papillomavirus	new_species
948	SRR15442217Score=579.047_Edges=7_3_9_Position=6542_Alignment=40M2I122M1D95M4I78M3I51M8D_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	92.534	92.534	Human papillomavirus	known_species
949	DRR336006_14876_ka_f_37.727_L_248168_:57-1235	Other	novel	NA	79.474	79.474	synthetic construct	new_species
950	ERR10188112_96_ka_f_41.396_L_96_L_96_:129-1307	Bovine	novel	NA	NA	NA	NA	no_hit
951	ERR11284570_2572796_ka_f_13.306_L_6272680_L_4729108_:27-1211	Canine	novel	NA	NA	NA	NA	no_hit
952	ERR11785766_79526_ka_f_135.587_L_79526_L_79526_:81-1256	Bovine	novel	NA	NA	NA	NA	no_hit
