V1	X	node	branch.length	isTip	x	y	branch	angle	x10	status	generalization	broader_gen	specific_species	X.1	lib	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47
SRR14825287Score_647.913_	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR26848456Score_646.634_	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR24719200_30273_	2217	1105	0.156520259	TRUE	2.811700665	14	2.733440535	4.540540541	Ptychadena_cooperi_associated	novel	Amphibian	Amphibian	Ptychadena_cooperi_associated	Ptychadena_cooperi_associated	SRR24719200	2023-05-24 12:04:18	2023-05-24 10:56:42	26505850	7463298918	26505850	281	2450		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-7/SRR024/24719/SRR24719200/SRR24719200.lite.1	SRX20497156	200719MF6_Ptychadena_cooperi	WGS	size fractionation	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP439293	PRJNA975347		975347	SRS17806853	SAMN35324687	simple	356243	Ptychadena cooperi	200719MF6_Ptychadena_cooperi					missing		no					NEW YORK UNIVERSITY ABU DHABI	SRA1642409		public	DEECCA8E0FF689F09638FE4B007F08C6	26DB42423ED19BB503312107014C7717
SRR16268598_38627_	2190	1078	0.506741354	TRUE	6.174650007	34	5.92127933	11.02702703	Hypophthalmichthys_nobilis_associated	novel	Ray-finned Fish	Ray-finned Fish	Hypophthalmichthys_nobilis_associated	Hypophthalmichthys_nobilis_associated	SRR16268598	2021-10-18 08:38:29	2021-10-09 11:28:40	26472271	7941681300	26472271	300	2351		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR016/16268/SRR16268598/SRR16268598.lite.1	SRX12547886	Dph30A	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP340637	PRJNA731038		731038	SRS10505659	SAMN22072272	simple	7965	Hypophthalmichthys nobilis	Dph30A					not collected		no					"INSTITUTE OF HYDROBIOLOGY	 THE INNOVATION ACADEMY OF SEED DESIGN	 THE CHINESE ACADEMY OF SCIENCES	 W"	SRA1308387	
SRR24465286_394658_	1810	679	0.157059225	TRUE	6.009986013	263	5.931456401	85.2972973	Urocyon_cinereoargenteus_associated	novel	Vulpine	Other	Urocyon_cinereoargenteus_associated	Urocyon_cinereoargenteus_associated	SRR24465286	2023-07-01 00:15:03	2023-05-08 13:19:50	48370846	14607995492	48370846	302	4804		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR024/24465/SRR24465286/SRR24465286.lite.1	SRX20252107	WGSLib-S19-4628	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP436451	PRJNA966176		966176	SRS16896002	SAMN33450813	simple	55040	Urocyon cinereoargenteus	S19-4628					not determined		no					UNIVERSITY OF CALIFORNIA DAVIS	SRA1634119		public	E26EF3D2D76239E19FDD34A7DCC8BCE2	3D4B9D93FA0DAEB857707D17021A6E0E
SRR18442637_22623_	1247	114	0.064711911	TRUE	5.817808152	479	5.785452197	155.3513514	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	SRR18442637	2023-01-01 00:05:01	2022-03-23 12:26:27	7069780	2071055600	7069780	292	689		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18442/SRR18442637/SRR18442637.lite.1	SRX14575667	def3225d-1a7a-475f-8cd9-6f89865de7cc	WGS	other	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365116	PRJNA800779		800779	SRS12351607	SAMN25332669	simple	9615	Canis lupus familiaris	31020061511386					female		no					DAP	SRA1390328		public	4CC0DA284387D29B2FDD6C4075511BAB	DA88D5DD7BCC646275E58D8C66FD69D7
SRR19174523_80317_	1769	646	0.3921424	TRUE	5.738113672	614	5.542042472	199.1351351	Phacochoerus_africanus_associated	novel	Porcine	Porcine	Phacochoerus_africanus_associated	Phacochoerus_africanus_associated	SRR19174523	2022-05-18 03:57:49	2022-05-12 04:36:49	52676165	15802849500	52676165	300	5050		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19174/SRR19174523/SRR19174523.lite.1	SRX15239871	8628	WGS	unspecified	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP374852	PRJNA837362		837362	SRS12972809	SAMN28197072	simple	41426	Phacochoerus africanus	8628					missing		no					UNIVERSITY OF COPENHAGEN	SRA1419060		public	9F8004783C004BBBE93315D7BBEB1C1C	38F40FBD1113E50E3AAECCC8532F0A00
SRR22679053_21748_	2104	986	0.103243169	TRUE	5.955644064	137	5.90402248	44.43243243	Bubalus_bubalis_associated	novel	Bovine	Bovine	Bubalus_bubalis_associated	Bubalus_bubalis_associated	SRR22679053	2022-12-11 22:21:08	2022-12-11 22:12:56	58324432	17437401929	58324432	298	6435		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR022/22679/SRR22679053/SRR22679053.lite.1	SRX18641153	female25	WGS	RANDOM	OTHER	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP411286	PRJNA907420		907420	SRS16086293	SAMN32155265	simple	89462	Bubalus bubalis	Resequencing					not applicable		no					CHINESE ACADEMY OF AGRICULTURAL SCIENCES	SRA1557256		public	D6DCFA8DEF4455D06FBC24828B9BBF65	F16D18BA6839D2BC8B5F7AF6AED640C7
SRR19174516_188544_	1770	644	0.339994651	TRUE	5.809049315	615	5.639051989	199.4594595	Phacochoerus_africanus_associated	novel	Porcine	Porcine	Phacochoerus_africanus_associated	Phacochoerus_africanus_associated	SRR19174516	2022-05-18 03:57:49	2022-05-12 04:32:52	59834603	17950380900	59834603	300	5672		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19174/SRR19174516/SRR19174516.lite.1	SRX15239878	1262	WGS	unspecified	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP374852	PRJNA837362		837362	SRS12972816	SAMN28197078	simple	41426	Phacochoerus africanus	1262					missing		no					UNIVERSITY OF COPENHAGEN	SRA1419060		public	21936872EB6D2BF82236E6AFC19B3841	18D5B6A575D2DCB5835C13FDFDA322CD
SRR19117908_684125_	2055	936	0.371136891	TRUE	5.606814102	176	5.421245656	57.08108108	Budorcas_taxicolor_associated	novel	Caprine	Other	Budorcas_taxicolor_associated	Budorcas_taxicolor_associated	SRR19117908	2022-09-15 01:52:32	2022-05-06 13:28:21	167262930	50178879000	167262930	300	15200		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19117/SRR19117908/SRR19117908.lite.1	SRX15185574	QIN13	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP324379	PRJNA738624		738624	SRS9225686	SAMN19735988	simple	37181	Budorcas taxicolor	takin_genome_sequencing					male		no					INSTITUTE OF ZOOLOGY CHINESE ACADEMY OF SCIENCES	SRA1415055		public	1B1E8A4D37BDCFACB13EB242F27242BD	F1EC31F7D36F507C19298AA220969B24
SRR22691042_22193_	2202	1091	0.349911769	TRUE	3.254401635	20	3.079445751	6.486486486	Oophaga_sylvatica_associated	novel	Amphibian	Amphibian	Oophaga_sylvatica_associated	Oophaga_sylvatica_associated	SRR22691042	2023-09-08 13:24:23	2022-12-12 17:35:11	71678216	19857214497	71678216	277	6169		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR022/22691/SRR22691042/SRR22691042.lite.1	SRX18653219	liver_24	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP412588	PRJNA909817		909817	SRS16097734	SAMN32120120	simple	152496	Oophaga sylvatica	liver_24					female		no					STANFORD UNIVERSITY	SRA1557674		public	04A6A33C0B36B49BB8F584BED2A021D9	767F367F8475977051758C9526145833
SRR12232778_17800_	1906	781	0.251802606	TRUE	5.641550491	396	5.515649188	128.4324324	Chalinolobus_gouldii_associated	novel	Bat	Bat	Chalinolobus_gouldii_associated	Chalinolobus_gouldii_associated	SRR12232778	2020-07-15 20:09:40	2020-07-15 20:05:40	15828532	3731093031	15828532	235	1287		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR012/12232/SRR12232778/SRR12232778.lite.1	SRX8741244	batpool24	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP272142	PRJNA646531		646531	SRS7013683	SAMN15546577	simple	1213622	bat metagenome	Micro bat sample pool 24							no					MURDOCH UNIVERSITY	SRA1099586		public	81204A75EF4A6703BC41BA4D7C860616	0E3A8D56423439E6806307725210E1F6
SRR13234696_75487_	1281	143	0.055578909	TRUE	6.185831286	792	6.158041831	256.8648649	Canis_familiaris_associated	novel	Canine	Canine	Canis_familiaris_associated	Canis_familiaris_associated	SRR13234696	2022-02-01 04:01:32	2020-12-10 00:14:44	13264451	3979335300	13264451	300	1717		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13234/SRR13234696/SRR13234696.lite.1	SRX9666963	DarwinsArk_017608_31001806034292	WGS	other	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP297431	PRJNA675863		675863	SRS7865922	SAMN16778053	simple	9615	Canis lupus familiaris	DarwinsArk_017608_31001806034292					female		no					BROAD INSTITUTE	SRA1169584		public	80AC42618DCBFA605535BBE77759CD6D	C5AA639E0B90953A3295BD3013867AA6
ERR4982086_19316_	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR25256569_9341_	1825	697	0.147781218	TRUE	5.525252504	285	5.451361895	92.43243243	Manidae_associated	novel	Pangolin	Pangolin	Manidae_associated	Manidae_associated	SRR25256569	2023-09-06 12:39:32	2023-07-13 10:30:14	424520946	127356283800	424520946	300	38093		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR025/25256/SRR25256569/SRR25256569.lite.1	SRX21002613	PTR20	WGS	PCR	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP449284	PRJNA962256		962256	SRS18275794	SAMN34388426	simple	3043966	Manidae sp.	sample							no					YUNNAN UNIVERSITY	SRA1672067		public	8620FDEFAFF445E28E42D6BC3E73C83D	4460A1BF4F95B4943A58BF2B6070053E
SRR15899409_3611_	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR7688471Score_650.562_	1698	569	0.180380902	TRUE	5.688880308	714	5.598689857	231.5675676	Human_associated	novel	Human	Human	Human_associated	Human_associated	SRR7688471	2018-10-12 00:16:25	2018-08-13 12:23:16	368453	92850156	368453	252	38		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/688/SRR7688471.sralite.1	SRX4548747	APP0089_1_L13270600	WGS	RANDOM	METAGENOMIC	PAIRED	500	50	ILLUMINA	Illumina HiSeq 2500	SRP157584	PRJNA471898	3	471898	SRS3666010	SAMN09715316	simple	539655	human skin metagenome	MET1821							no					NISC	SRA757707		public	CFFFC89038B87DD73DC4C6F396A68847	A1916E1D5516D5F224F096D58BA5092C
SRR18767723_150562_	2145	1028	0.088750881	TRUE	4.705995803	81	4.661620363	26.27027027	Accipiter_nisus_associated	novel	Avian	Avian	Accipiter_nisus_associated	Accipiter_nisus_associated	SRR18767723	2022-04-15 08:35:41	2022-04-15 08:12:52	79893000	23967900000	79893000	300	7652		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18767/SRR18767723/SRR18767723.lite.1	SRX14867151	accipiter_nisus_000	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP370441	PRJNA771898	3	771898	SRS12621195	SAMN22348910	simple	211598	Accipiter nisus	Accipiter nisus					not determined		no					IRIDIAN GENOMES	SRA1404882		public	A0E7414149770070D07A9480CD5C572E	CDAB713F2BEFE4A4217C60CF39D10C7D
SRR7122329_534_	1619	490	2e-06	TRUE	5.509089928	805	5.509088926	261.0810811	Bos_taurus_associated	novel	Cattle	Bovine	Bos_taurus_associated	Bos_taurus_associated	SRR7122329	2018-05-04 20:42:18	2018-05-09 08:08:40	835544	423316816	835544	506	280		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/122/SRR7122329.sralite.1	SRX4043917	cow_liver1	WGA	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP112556	PRJNA393166	3	393166	SRS3261357	SAMN09074543	simple	1070528	viral metagenome	cow_liver1							no					NATIONAL CANCER INSTITUTE	SRA699716		public	EF838C13BCB477AC0F82F3D7DFDF0A05	3D50006337D03C1D53A60F8EF7DD28B2
SRR17481190_13325_	1631	505	0.038565462	TRUE	5.308402744	743	5.289120013	240.972973	Erinaceus_amurensis_associated	novel	Insectivore	Other	Erinaceus_amurensis_associated	Erinaceus_amurensis_associated	SRR17481190	2022-01-07 10:06:59	2022-01-07 10:04:15	20626671	5871460755	18779106	284	1978		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR017/17481/SRR17481190/SRR17481190.lite.1	SRX13651755	EA-HeN-T-1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP353925	PRJNA793740		793740	SRS11537939	SAMN24587287	simple	2173186	whole organism metagenome	EA-HeN-T-1							no					NANJING AGRICULTURE UNIVERSITY	SRA1353334		public	222177AC3A470D43B8077DE1CBF002CD	406C4A366B45313D7AAF7B6A42107A1A
ERR2850639_484271_	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR8434718_67265_	1182	49	2.62e-06	TRUE	6.100229317	570	6.100228006	184.8648649	Cyamopsis_tetragonoloba_associated	novel	Plant	Other	Cyamopsis_tetragonoloba_associated	Cyamopsis_tetragonoloba_associated	SRR8434718	2019-01-11 11:05:34	2022-04-19 11:47:30	12098143	3629442900	12098143	300	1444		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR008/8434/SRR8434718/SRR8434718.lite.2	SRX5242388	TCT1	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP178485	PRJNA514706		514706	SRS4245112	SAMN10727240	simple	3832	Cyamopsis tetragonoloba	TCT1							no					CSIR-NATIONAL BOTANICAL RESEARCH INSTITUTE	SRA833411		public	C7389B7B1FA51433E367970B40437BDC	588323DE7B5B5C0CDBF869CFD1821F5D
SRR24963419_788594_	1730	606	0.323878455	TRUE	5.785504296	612	5.623565068	198.4864865	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	SRR24963419	2023-07-10 00:11:23	2023-06-19 22:40:57	24135824	7289018848	24135824	302	2296		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24963/SRR24963419/SRR24963419.lite.1	SRX20721410	USDA4387	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP444541	PRJNA984925		984925	SRS18012767	SAMN35783697	simple	1218275	bovine metagenome	USDA4387							no					UNIVERSITY OF MINNESOTA	SRA1658220		public	405C3872D779B7C81E996D4B12DD1122	51BE97E9E41AA6A2D61F8E9FB7D77502
SRR25288688_374483_	1922	796	0.078308868	TRUE	5.678004015	393	5.638849581	127.4594595	Tylonycteris_robustula_associated	novel	Bat	Bat	Tylonycteris_robustula_associated	Tylonycteris_robustula_associated	SRR25288688	2023-08-13 22:34:43	2023-07-15 00:03:28	16519067	4955720100	0	300	1802		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25288/SRR25288688/SRR25288688.lite.1	SRX21032309	library_240	OTHER	RANDOM PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	HiSeq X Ten	SRP449640	PRJNA994658	3	994658	SRS18304739	SAMN36440420	simple	1213622	bat metagenome	Sample_Pool-240							no					INSTITUTE OF PATHOGEN BIOLOGY CHINESE ACADEMY OF MEDICAL SCIENCES & PEKING UNION MEDICAL COLLEGE	SRA1673370		public	206DE749893312BB96A2B04BB8FD6036	F83807D502B557BB4494002DB298024A
SRR19431669_13553_	2147	1031	0.083516169	TRUE	4.637895618	85	4.596137533	27.56756757	Dendrortyx_leucophrys_associated	novel	Avian	Avian	Dendrortyx_leucophrys_associated	Dendrortyx_leucophrys_associated	SRR19431669	2022-07-11 14:09:16	2022-05-27 14:25:55	5856638	1768704676	5856638	302	770		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR019/19431/SRR19431669/SRR19431669.lite.1	SRX15484929	dendrortyx_leucophrys_hypospodius_WFVZ_53075	WGS	Hybrid Selection	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 3000	SRP377441	PRJNA777908		777908	SRS13200582	SAMN22937492	simple	2894026	Dendrortyx leucophrys hypospodius	dendrortyx_leucophrys_hypospodius_WFVZ_53075					not collected		no					LOUISIANA STATE UNIVERSITY	SRA1428032		public	B889A8B33145EC8F7EF8B5D1B31B9D81	6DA01831FF60B38D29A6AE1A46ABDFB7
SRR25288821_144875_	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR25288772_849_	1816	686	0.175107397	TRUE	5.655359996	275	5.567806297	89.18918919	Rhinolophus_ferrumequinum_associated	novel	Bat	Bat	Rhinolophus_ferrumequinum_associated	Rhinolophus_ferrumequinum_associated	SRR25288772	2023-08-13 22:34:42	2023-07-15 00:04:26	15807258	4742177400	0	300	1840		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25288/SRR25288772/SRR25288772.lite.1	SRX21032227	library_300	OTHER	RANDOM PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	HiSeq X Ten	SRP449640	PRJNA994658	3	994658	SRS18304657	SAMN36440480	simple	1213622	bat metagenome	Sample_Pool-300							no					INSTITUTE OF PATHOGEN BIOLOGY CHINESE ACADEMY OF MEDICAL SCIENCES & PEKING UNION MEDICAL COLLEGE	SRA1673370		public	5ECCEFA8C415884E975257795BCCC22D	32D9317E3C5F309604F23A7B3163940C
SRR25256604_400055_	1235	105	0.001729203	TRUE	5.350457812	492	5.34959321	159.5675676	Manidae_associated	novel	Pangolin	Pangolin	Manidae_associated	Manidae_associated	SRR25256604	2023-09-06 12:39:31	2023-07-13 10:03:25	405967896	121790368800	405967896	300	38613		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR025/25256/SRR25256604/SRR25256604.lite.1	SRX21002578	MCR08	WGS	PCR	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP449284	PRJNA962256		962256	SRS18275794	SAMN34388426	simple	3043966	Manidae sp.	sample							no					YUNNAN UNIVERSITY	SRA1672067		public	CA44D554114DB9BF95D6EEB8AAD900DF	46B2640A36E6362241291C330446E7E4
SRR25288600_363618_	2065	942	0.168083589	TRUE	5.622141005	130	5.53809921	42.16216216	Rousettus_leschenaultii_associated	novel	Bat	Bat	Rousettus_leschenaultii_associated	Rousettus_leschenaultii_associated	SRR25288600	2023-08-13 22:34:44	2023-07-15 00:02:32	17205064	5161519200	0	300	2172		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25288/SRR25288600/SRR25288600.lite.1	SRX21032397	library_268	OTHER	RANDOM PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	HiSeq X Ten	SRP449640	PRJNA994658	3	994658	SRS18304826	SAMN36440448	simple	1213622	bat metagenome	Sample_Pool-268							no					INSTITUTE OF PATHOGEN BIOLOGY CHINESE ACADEMY OF MEDICAL SCIENCES & PEKING UNION MEDICAL COLLEGE	SRA1673370		public	047D66E7899E88E2770939B8084E9984	F29FEE13D31A0600510E49057125B061
SRR7287334_9179_	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR24963500_872656_	1765	640	0.246924441	TRUE	5.938145777	630	5.814683557	204.3243243	Bovine_associated	novel	Bovine	Bovine	Bovine_associated	Bovine_associated	SRR24963500	2023-07-10 00:11:20	2023-06-19 22:26:09	24847709	7504008118	24847709	302	2401		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR024/24963/SRR24963500/SRR24963500.lite.1	SRX20721331	USDA2736	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP444541	PRJNA984925		984925	SRS18012689	SAMN35783620	simple	1218275	bovine metagenome	USDA2736							no					UNIVERSITY OF MINNESOTA	SRA1658220		public	DCEC8B76A80E7BA2B62E54D23CED229E	A3643CF8C36B098889C0869D7865D53F
SRR25031639_299269_	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR25318379_54138_	1271	141	0.311523594	TRUE	5.714737261	764	5.558975464	247.7837838	Ixodes_ovatus_associated	novel	Tick	Other	Ixodes_ovatus_associated	Ixodes_ovatus_associated	SRR25318379	2023-07-20 05:41:41	2023-07-20 05:28:44	29499741	8849922300	29499741	300	2751		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25318/SRR25318379/SRR25318379.lite.1	SRX21060553	A64	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP450044	PRJNA816261		816261	SRS18331182	SAMN26665686	simple	59652	Ixodes ovatus	A64							no					SUN YAT-SEN UNIVERSITY	SRA1387030		public	F51D9F1775404F0EC991E9AF2C6F3148	706A7AD1780D6041CE8AD35071016C54
SRR25288767_525095_	1815	685	0.280357048	TRUE	5.594196775	274	5.454018251	88.86486486	Rhinolophus_ferrumequinum_associated	novel	Bat	Bat	Rhinolophus_ferrumequinum_associated	Rhinolophus_ferrumequinum_associated	SRR25288767	2023-08-13 22:34:43	2023-07-15 00:04:52	20123745	6037123500	0	300	2261		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25288/SRR25288767/SRR25288767.lite.1	SRX21032232	library_303	OTHER	RANDOM PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	HiSeq X Ten	SRP449640	PRJNA994658	3	994658	SRS18304661	SAMN36440483	simple	1213622	bat metagenome	Sample_Pool-303							no					INSTITUTE OF PATHOGEN BIOLOGY CHINESE ACADEMY OF MEDICAL SCIENCES & PEKING UNION MEDICAL COLLEGE	SRA1673370		public	E59E4BBCFA43021D4E8BA39F72AE7536	C2A355419F4B2BC3C2D68EF94A2A86F8
SRR13789912_29274_	1329	188	0.135649312	TRUE	6.672784922	977	6.604960266	316.8648649	Human_associated	novel	Human	Human	Human_associated	Human_associated	SRR13789912	2022-01-26 03:39:48	2021-02-26 09:42:12	4128828	1233822876	4128828	298	420		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13789/SRR13789912/SRR13789912.lite.1	SRX10175158	GER_SNF_F138_V1_face	WGS	RANDOM	METAGENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP306763	PRJNA699281		699281	SRS8324128	SAMN17617880	simple	256318	metagenome	GER_SNF_F138_V1_face							no					JACKSON LABORATORY FOR GENOMIC MEDICINE	SRA1196859		public	D3548F707F52A99C9886FD2E3349113A	ECC161DA302EE76C51D727C7D3E2B2AB
SRR7530174_17519_	2141	1024	0.420586632	TRUE	5.075591628	86	4.865298312	27.89189189	Nipponia_nippon_associated	novel	Avian	Avian	Nipponia_nippon_associated	Nipponia_nippon_associated	SRR7530174	2018-12-29 00:16:12	2018-07-17 12:15:58	195415128	19150682544	195415128	98	12029		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/530/SRR7530174.sralite.1	SRX4398176	CHKSEI14060198	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP154135	PRJNA481495		481495	SRS3553195	SAMN09670290	simple	128390	Nipponia nippon	CHKSEI14060198					female		no					BGI	SRA741081		public	F9C4486A78DF26ECB986E8F8E7A7640D	E5BF6C2E73B5EC7E2FC141946374B19C
