V1_2	x10	n	curated
SRR4201715_11_ka_f_20.206_L_100126_L_98730_162-1367_1	Molossus_molossus_associated	5	y
SRR4201715_304_ka_f_27.087_L_100126_L_98730_210-1424_1	Molossus_molossus_associated	8	y
SRR4201715_3155_ka_f_31.945_L_3155_L_3155_123-1334_1	Molossus_molossus_associated	3	y
SRR4201718_26205_ka_f_7.712_216-1427_1	Molossus_molossus_associated	8	y
SRR4332828_66_ka_f_14.824_L_145_L_353_L_516_45-1160_1	Rana_jiemuxiensis_associated	9	y
SRR5042766_2243_ka_f_10.000_39-1166_1	Ambystoma_mexicanum_associated	9	y
SRR5384553_885_ka_f_14.080_231-1412_1	Orientallactaga_sibirica_associated	6	y
SRR5447145_588_ka_f_10.579_198-1373_1	Rattus_norvegicus_associated	6	y
SRR5450932_30728_ka_f_28.994_L_208813_L_371022_L_27350_L_319127_54-1172_1	Tachysurus_fulvidraco_associated	7	y
SRR6216855_1616_ka_f_14.742_69-1286_1	Human_associated	8	y
SRR7122329_534_ka_f_791.697_L_31455_L_31456_L_27093_L_41073_132-1319_1	Bos_taurus_associated	4	y
SRR7287334_9179_ka_f_6.861_255-1445_1	Anser_anser_associated	4	y
SRR7408270_4561_ka_f_99.357_L_41828_L_60010_L_4763_L_108797_282-1496_1	Ursus_arctos_associated	4	y
SRR7530174_17519_ka_f_24.116_L_17519_L_17519_108-1295_1	Nipponia_nippon_associated	9	y
SRR7687706_223_ka_f_33.766_L_20312_L_18038_0-1205_1	Human_associated	7	y
SRR7687707_10380_ka_f_8.889_L_18094_0-1139_1	Human_associated	9	y
SRR7687884Score=646.061_Edges=5033_3329_113_3015_Position=283_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_	Human_associated	8	y
SRR7688022Score=659.557_Edges=16261_16257_9999_10003_17001_4825_14575_21563_17145_17943_17945_9699_18857_20343_11311_16795_11305_11307_9373_9375_1125_473_8565_151_1627_1625_14027_21515_18243_17935_13235_13233_1375_11413_11411_2739_22095_11171_403_401_11637_1541_1545_947_12307_Position=0_Alignment=40M1I82M1I136M10I8M1I70M2I59M_ScaffoldSuperpaths=_	Human_associated	9	y
SRR7688386Score=652.92_Edges=65303_65301_126435_126439_48273_19715_19717_140457_46255_77301_77305_105895_94633_96617_48353_3619_118807_120843_11553_156707_87979_12641_12637_24351_36571_123403_106023_123473_28295_28293_1795_997_999_29085_29089_110381_115765_160811_66333_105911_13967_66951_5169_41891_135813_80193_54115_134183_70133_111039_111037_23941_54421_54423_29911_29543_97101_97103_149627_149631_148849_51445_59075_17975_8835_31629_95769_91721_44133_88739_88741_11503_32233_91353_91351_131525_58685_58681_52299_52297_13583_138667_138663_31619_31615_44277_51367_151011_79429_127929_106933_107851_143479_149531_73303_73307_56035_18225_35509_63043_63047_72039_71951_71955_102671_102669_160859_20613_20611_30647_30645_81023_35793_35797_102945_102941_136149_105843_75539_75541_49005_127195_135689_135687_4621_15521_120043_120045_78337_72779_72777_100599_100597_116563_85359_85363_15711_78731_48215_18839_40583_56623_56621_19523_14261_108257_66863_18739_59591_25733_79695_75557_111095_111097_53597_147929_147925_129245_129243_117199_108045_72597_72601_85429_61053_36817_Position=18_Alignment=40M2I122M1D95M2I8M1I70M2I59M_ScaffoldSuperpaths=_	Human_associated	3	y
SRR7688400Score=649.582_Edges=70623_74787_7261_27431_31713_59971_59969_34459_49897_45295_43949_35729_65053_26411_26413_90547_6573_6575_36125_40491_537_535_79775_75313_75311_38373_64827_87495_50461_50465_10753_31649_31647_34021_34027_27903_27901_84033_92385_92389_16619_66897_50225_43777_42663_80641_89469_35745_35747_50021_58153_65035_72609_72611_39855_18969_18967_8933_44947_44945_49733_82269_24883_69065_75149_5793_83285_5359_5361_27895_31837_6079_68971_33953_65945_65949_56283_14387_34613_76457_76453_77531_25387_84779_84775_80267_79151_46081_71631_92103_92101_85597_19621_84351_54219_29133_29127_65995_34997_11881_31533_66755_66753_22217_36511_60801_60803_48465_21919_41753_12411_12409_55037_30939_43849_3681_3677_64403_86513_23825_23823_34269_34273_23369_89095_40083_40311_50763_90661_10551_10553_88007_62775_51529_36953_36951_14989_43781_43783_39883_35007_7363_7367_34503_57199_56525_56523_73297_23227_54849_42705_42701_88641_39773_39775_36239_8835_8831_41083_41085_67125_67123_30185_66621_513_48867_18487_18485_3055_47053_80237_74649_5263_9961_9965_16279_49543_91611_21803_135_78845_46791_46795_84857_68115_47919_47921_72927_13883_13_15_5183_58789_68635_92547_92549_375_373_22599_61273_21315_36211_36209_41219_80131_14797_Position=0_Alignment=40M1I81M1D40M1D95M10I8M1I70M2I59M_ScaffoldSuperpaths=_	Human_associated	8	y
SRR7688471Score=650.562_Edges=1493_1453_8799_5747_11183_8335_8339_18853_16901_16355_6145_6649_19137_955_951_14103_8667_8669_1671_595_11591_1775_12817_4957_8927_12869_16745_14567_14569_15553_3265_2549_2551_10375_8287_12661_12663_Position=416_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_	Human_associated	5	y
SRR7688514Score=616.964_Edges=25_23_51_Position=312_Alignment=121M2I40M2D103M2I70M3I59M_ScaffoldSuperpaths=_	Human_associated	7	y
SRR7688519Score=626.948_Edges=21_19_63_Position=4221_Alignment=122M2I39M2D103M2I70M3I59M_ScaffoldSuperpaths=_	Human_associated	8	y
SRR7688748Score=662.637_Edges=77189_122237_122239_103841_9949_6375_114887_114889_94261_39489_19927_98741_61871_38777_38779_107_72427_72429_789_19027_19023_84305_84303_81613_39457_39453_106503_114629_18339_97597_91423_96589_22793_88757_25221_28625_28623_53311_48617_88483_83685_98101_92443_92441_42311_8211_64325_64329_40253_4565_83255_83259_9673_17465_7157_12667_73931_100291_14479_112571_112563_38643_94667_117321_117323_7641_22005_29283_29287_27783_76957_Position=126_Alignment=40M1I81M1D136M10I8M1I70M1D58M_ScaffoldSuperpaths=_	Human_associated	5	y
SRR7734125_63559_ka_f_12.291_L_63559_L_63559_93-1271_1	Taphozous_perforatus_associated	8	y
SRR7802309_1_ka_f_64.419_L_1_L_1_153-1352_1	Human_associated	7	y
SRR7802337_11018_ka_f_19.304_L_11018_L_11018_99-1208_1	Human_associated	7	y
SRR7802447_0_ka_f_30.554_L_31_L_745_0-1178_1	Human_associated	8	y
SRR7875388Score=563.905_Edges=41_53_49_17_15_31_33_Position=2624_Alignment=40M1I25M1I56M2I43M1D99M3D69M2I59M_ScaffoldSuperpaths=_	Bos_grunniens_associated	3	y
SRR7992339Score=660.512_Edges=56543_81265_81263_41503_43811_43809_35931_94007_84257_43099_43097_9623_48511_4227_4225_41993_69125_69127_86983_49779_95313_67357_13793_6043_10231_41201_41203_14875_43731_17883_17881_2771_40105_81907_20019_56805_20969_45865_85931_85933_35049_13079_13081_63061_63057_92733_92735_6937_9703_9705_52049_42191_36255_40159_40155_78947_93699_41951_28383_28385_82479_37471_37469_89645_66287_66285_22005_53227_89475_89477_5071_15003_91275_59753_45153_58395_58393_5881_58853_15897_15899_32779_69449_69447_33963_33965_85259_5479_Position=16_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_	Human_associated	6	y
SRR7993544Score=630.562_Edges=343_347_6323_14329_10259_10257_14309_6665_6663_5265_8959_8963_17057_2497_6609_5689_14381_14383_4601_8529_8527_19905_6985_6987_10637_3859_3853_10253_17659_1067_11541_9151_9149_1361_3269_3273_12207_12209_8709_11407_11403_713_10155_10179_21743_21739_9431_14315_14317_13095_5631_5627_21263_10707_10703_2135_2137_17931_17929_125_5011_585_7169_7171_341_339_17249_13589_13585_1175_1173_20677_20681_14455_5807_8591_10759_3645_21869_21873_19827_111_115_14573_Position=50_Alignment=40M1I81M1D41M1I95M7I6M2D69M2D58M_ScaffoldSuperpaths=_	Human_associated	5	y
SRR7993544Score=633.47_Edges=5323_19561_6963_6965_18811_667_669_1605_1603_8457_8459_10433_3167_3169_12059_19255_19251_20215_14171_13939_17391_2489_2485_18969_2905_5873_15671_5461_5457_18033_18035_19799_16041_20949_9611_11797_11795_22113_9143_9139_1747_20105_17655_19299_19303_3811_8197_8193_20663_7403_18051_18047_11367_11371_9301_21341_11901_21135_12951_12955_20155_4771_4769_1691_7429_3961_18967_1533_5265_22177_22175_659_657_5907_8329_20667_20665_15391_5727_15279_20137_5481_20643_20641_Position=16_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_	Human_associated	9	y
SRR8066612_800976_ka_f_47.257_L_2402404_L_227293_87-1274_1	Canis_lupus_associated	7	y
SRR8104729_654_ka_f_10.096_L_654_L_654___90	Limnonectes_kadarsani_associated	8	y
SRR8379619Score=260.622_Edges=56817_60079_7321_108963_108967_38403_50547_Position=43_Alignment=38M6D21M1D92M26I42M6I11M17I53M2D70M9I59M_ScaffoldSuperpaths=_	Triturus_ivanbureschi_associated	10	y
SRR8379619_65067_ka_f_25.295_L_353429_L_200442_48-1448_1	Triturus_ivanbureschi_associated	8	y
SRR8434718_67265_ka_f_7.733_L_530415_L_29332_63-1235_1	Cyamopsis_tetragonoloba_associated	10	y
SRR8437782_17784_ka_f_11.131_L_17784_L_17784_111-1274_1	Capra_ibex_associated	3	y
SRR8631965_1105606_ka_f_13.526_L_1105606_L_1105606_69-1250_1	Sus_scrofa_associated	3	y
SRR9703484_10495_ka_f_65.924_123-1334_1	Monophyllus_redmani_associated	4	y
SRR9897644_673202_ka_f_7.942_60-1205_1	Astyanax_mexicanus_associated	8	y
U31784.1_162_1343_1	Alphapapillomavirus	10	y
U83595.1_57_1229_1	Deltapapillomavirus	8	y
X74467.1_63_1292_1	Betapapillomavirus	9	y
X74470.1_177_1403_1	Betapapillomavirus	10	y
